player_name	team	position	foot	goals	agg_position
José Carlos de Araújo Nunes	Mallorca	Left Center Back	Right Foot	0.1428571428571428	Center Back
Angelos Basinas	Mallorca	Left Center Midfield	Right Foot	0.5	Center Midfield
Fernando Varela Ramos	Mallorca	Right Wing	Right Foot	0.0	Right Wing
Pierre Achille Webó Kouamo	Mallorca	Center Forward	Right Foot	0.1428571428571428	Striker
Juan Fernando Arango Sáenz	Mallorca	Center Forward	Left Foot	0.0	Striker
Leandro Daniel Somoza	Real Betis	Left Center Midfield	Right Foot	0.0	Center Midfield
Hugo Mariano Pavone	Real Betis	Center Forward	Right Foot	0.0	Striker
Marko Babić	Real Betis	Left Back	Left Foot	0.0	Left Back
Alberto Rivera Pizarro	Real Betis	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Luís Eduardo Schmidt	Real Betis	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Óscar Sánchez Fuentes	Real Valladolid	Center Attacking Midfield	Left Foot	0.0	Attacking Midfield
Víctor Manuel Fernández Gutiérrez	Real Valladolid	Right Wing	Right Foot	0.0	Right Wing
Alberto López Fernández	Real Valladolid	Goalkeeper	Right Foot	0.0	Goalkeeper
"Daniel Armand N""Gom Komé"	Tenerife	Center Forward	Right Foot	0.0	Striker
Héctor Font Romero	Osasuna	Left Wing	Right Foot	0.0	Left Wing
Martín Mauricio Astudillo	Osasuna	Right Center Back	Right Foot	0.0	Center Back
Ricardo López Felipe	Osasuna	Goalkeeper	Left Foot	0.0	Goalkeeper
César Cruchaga Lasa	Osasuna	Right Center Back	Right Foot	0.0	Center Back
Carlos Alberto Vela Garrido	Real Sociedad	Center Forward	Left Foot	0.125	Striker
Enrique Sola Clemente	Osasuna	Center Forward	Right Foot	0.0	Striker
Aitor López Rekarte	Almería	Left Back	Right Foot	0.0	Left Back
Felipe Melo de Carvalho	Racing Santander	Left Center Midfield	Right Foot	0.0	Center Midfield
David Cobeño Iglesias	Rayo Vallecano	Goalkeeper	Right Foot	0.0	Goalkeeper
Mohamed El Yaagoubi	Osasuna	Left Midfield	Left Foot	0.0	Left Wing
Jonatan Soriano Casas	Espanyol	Right Center Forward	Right Foot	0.0	Striker
Santiago Ezquerro Marín	Barcelona	Left Wing	Right Foot	0.0	Left Wing
Clemente Juan Rodríguez	Espanyol	Left Back	Left Foot	0.0	Left Back
Valmiro Lópes Rocha	Levante	Right Wing	Right Foot	0.1111111111111111	Right Wing
Albert Riera Ortega	Espanyol	Left Midfield	Left Foot	0.0	Left Wing
Ewerthon Henrique de Souza	Real Zaragoza	Right Center Forward	Right Foot	0.0	Striker
Francisco Joaquín Pérez Rufete	Espanyol	Left Midfield	Right Foot	0.0	Left Wing
Pablo Javier Zabaleta Girod	Espanyol	Right Back	Right Foot	0.0	Right Back
Marc Torrejón Moya	Racing Santander	Right Center Back	Right Foot	0.0	Center Back
Sebastián Taborda Ramos	Deportivo La Coruna	Center Forward	Head	0.0	Striker
Gustavo Adolfo Munúa Vera	Levante	Goalkeeper	Right Foot	0.0	Goalkeeper
Fabricio Coloccini	Deportivo La Coruna	Left Center Back	Right Foot	0.0	Center Back
Adrián López Rodríguez	Deportivo La Coruna	Left Center Back	Right Foot	0.0	Center Back
Antonio Tomás González	Deportivo La Coruna	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Francisco Jiménez Tejada	Racing Santander	Center Forward	Right Foot	0.0	Striker
Jon Dahl Tomasson	AC Milan	Center Forward	Right Foot	0.5	Striker
Pascal Cygan	Arsenal	Left Center Back	Left Foot	0.0	Center Back
Mario Sebastián Viera Galain	Villarreal	Goalkeeper	Right Foot	0.0	Goalkeeper
Fabricio Fabio Fuentes	Villarreal	Right Center Back	Right Foot	0.0	Center Back
Miguel Pallardó González	Levante	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Roberto Carlos Abbondanzieri	Getafe	Goalkeeper	Right Foot	0.0	Goalkeeper
Francisco David Sousa Franquelo	Getafe	Left Center Midfield	Right Foot	0.0	Center Midfield
Lucas Matías Licht	Getafe	Left Back	Left Foot	0.0	Left Back
Rubén de la Red Gutiérrez	Getafe	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
José Manuel Jurado Marín	Atlético Madrid	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Cléber Santana Loureiro	Atlético Madrid	Left Center Midfield	Right Foot	0.0	Center Midfield
Ignacio Camacho Barnola	Málaga	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
José Edmílson Gomes de Moraes	Barcelona	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Aitor Ramos Leniz	Athletic Club	Center Forward	Right Foot	0.0	Striker
Aitor Ocio Carrión	Sevilla	Right Center Back	Right Foot	0.0	Center Back
Jesús María Herrero Gómez	Real Zaragoza	Left Center Midfield	Right Foot	0.0	Center Midfield
Gabriel Fernández Arenas	Atlético Madrid	Right Defensive Midfield	Right Foot	0.0434782608695652	Defensive Midfield
Juan Francisco García García	Levante	Left Back	Left Foot	0.0	Left Back
Matuzalém Francelino da Silva	Real Zaragoza	Left Center Midfield	Left Foot	0.0	Center Midfield
Pablo César Aimar Giordano	Real Zaragoza	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Alberto Zapater Arjol	Real Zaragoza	Left Defensive Midfield	Right Foot	0.1666666666666666	Defensive Midfield
Francisco Pavón Barahona	Real Zaragoza	Left Center Back	Right Foot	0.0	Center Back
Carlos Andrés Diogo Enseñat	Real Zaragoza	Right Back	Right Foot	0.0	Right Back
Diego Alberto Milito	Real Zaragoza	Center Forward	Right Foot	0.5714285714285714	Striker
Ebi Smolarek	Racing Santander	Right Center Forward	Right Foot	0.0	Striker
Ayoze Díaz Díaz	Mallorca	Left Back	Left Foot	0.0	Left Back
Luis Fernández Gutiérrez	Racing Santander	Left Back	Left Foot	0.0	Left Back
Jorge López Montaña	Real Zaragoza	Left Midfield	Right Foot	0.1666666666666666	Left Wing
Iván Bolado Palacios	Racing Santander	Left Center Forward	Right Foot	0.0	Striker
Aldo Pedro Duscher	Racing Santander	Left Center Midfield	Right Foot	0.0	Center Midfield
Abel Gómez Moreno	Granada	Center Attacking Midfield	Right Foot	0.3333333333333333	Attacking Midfield
José Manuel Rueda Sampedro	Barcelona	Left Center Midfield	Right Foot	0.0	Center Midfield
Rafael Romero Serrano	Barcelona	Right Center Back	Right Foot	0.0	Center Back
Ricardo Pérez de Zabalza Goytre	Real Murcia	Left Center Midfield	Right Foot	0.0	Center Midfield
Rosinei Adolfo	Real Murcia	Right Center Forward	Right Foot	0.0	Striker
Daniel Aquino Pintos	Real Murcia	Left Midfield	Left Foot	0.0	Left Wing
Alberto García Cabrera	Real Murcia	Goalkeeper	Right Foot	0.0	Goalkeeper
Stéphane Jean François Pignol	Real Murcia	Right Center Back	Right Foot	0.0	Center Back
David Gutiérrez de Coz	Real Murcia	Right Back	Right Foot	0.0	Right Back
Enrique de Lucas Martínez	Celta Vigo	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
José Manuel Pinto Colorado	Barcelona	Goalkeeper	Right Foot	0.0	Goalkeeper
Juan Cruz Ochoa López	Real Murcia	Left Center Midfield	Left Foot	1.0	Center Midfield
Alejandro Marañón Pérez	Real Murcia	Left Center Back	Left Foot	0.0	Center Back
Francisco Peña Romero	Albacete	Left Back	Left Foot	0.0	Left Back
Álvaro Mejía Pérez	Real Murcia	Right Center Midfield	Right Foot	0.0	Center Midfield
Íñigo Vélez De Mendizábal Fernández De García	Real Murcia	Right Center Forward	Right Foot	0.0	Striker
Saúl Fernández García	Deportivo La Coruna	Right Center Forward	Right Foot	0.0	Striker
José Manuel Serrano Arenas	Levante	Right Center Back	Right Foot	0.0	Center Back
Laurent Courtois	Levante	Left Midfield	Left Foot	0.0	Left Wing
Vladan Kujović	Levante	Goalkeeper	Right Foot	0.0	Goalkeeper
David Cuéllar Tainta	Athletic Club	Left Wing	Right Foot	0.0	Left Wing
Ion Vélez Martínez	Athletic Club	Left Midfield	Right Foot	0.0	Left Wing
Ustaritz Aldekoaotalora Astarloa	Athletic Club	Right Center Back	Right Foot	0.0	Center Back
David López Moreno	Athletic Club	Right Midfield	Right Foot	0.0	Right Wing
Roberto Martínez Rípodas	Athletic Club	Right Center Midfield	Right Foot	0.0	Center Midfield
Gianluca Zambrotta	Barcelona	Right Back	Right Foot	0.0681818181818181	Right Back
Aritz Aduriz Zubeldia	Athletic Club	Center Forward	Right Foot	0.125	Striker
Fabiano Eler dos Santos	Atlético Madrid	Left Center Back	Left Foot	0.0	Center Back
Christian Abbiati	Atlético Madrid	Goalkeeper	Right Foot	0.0	Goalkeeper
José Antonio Reyes Calderón	Arsenal	Right Center Forward	Left Foot	0.0476190476190476	Striker
Giorgios Seitaridis	Atlético Madrid	Right Back	Right Foot	0.0	Right Back
Ronaldo de Assis Moreira	Barcelona	Left Wing	Right Foot	0.5517241379310345	Left Wing
Alexandre Geijo Pazos	Granada	Center Forward	Right Foot	0.0	Striker
Felix Dja Ettien Yohou	Levante	Right Wing	Right Foot	0.0	Right Wing
Emilio José Viqueira Moure	Levante	Left Defensive Midfield	Right Foot	1.0	Defensive Midfield
Giovani dos Santos Ramírez	Barcelona	Left Wing	Left Foot	0.125	Left Wing
Marco Storari	Levante	Goalkeeper	Right Foot	0.0	Goalkeeper
David Castedo Escudero	Levante	Left Back	Left Foot	0.0	Left Back
Oleguer Presas Renom	Barcelona	Right Back	Right Foot	0.0	Right Back
Sávio Bortolini Pimentel	Real Zaragoza	Center Attacking Midfield	Left Foot	0.0	Attacking Midfield
Anderson Luís de Souza	Barcelona	Left Center Midfield	Right Foot	0.1228070175438596	Center Midfield
Lilian Thuram	Barcelona	Right Center Back	Right Foot	0.0	Center Back
Gabriel Alejandro Milito	Barcelona	Left Center Back	Left Foot	0.0681818181818181	Center Back
Iñaki Descarga Retegi	Levante	Right Back	Right Foot	0.0	Right Back
Christian Riganò	Levante	Right Center Forward	Right Foot	0.0	Striker
Bruno Cirillo	Levante	Left Center Back	Right Foot	0.0	Center Back
Álvaro Luiz Maior de Aquino	Levante	Right Center Back	Right Foot	0.0	Center Back
Mathieu Berson	Levante	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Rahamat Riga Mustapha	Levante	Left Center Forward	Right Foot	0.3333333333333333	Striker
Renan Brito Soares	Xerez	Goalkeeper	Right Foot	0.0	Goalkeeper
David Albelda Aliqués	Valencia	Left Center Midfield	Right Foot	0.0	Center Midfield
Asier del Horno Cosgaya	Levante	Left Back	Left Foot	0.0	Left Back
Manuel Henrique Tavares Fernandes	Valencia	Right Center Midfield	Right Foot	0.0	Center Midfield
Joaquín Sánchez Rodríguez	Real Betis	Right Wing	Right Foot	0.1333333333333333	Right Wing
Masoud Shojaei Soleimani	Osasuna	Left Wing	Right Foot	0.0	Left Wing
Javier García Portillo	Gimnàstic Tarragona	Center Forward	Left Foot	0.0	Striker
José Romero Urtasun	Osasuna	Left Center Back	Right Foot	0.0	Center Back
Roberto Fernández Alvarellos	Granada	Goalkeeper	Right Foot	0.0	Goalkeeper
Ignacio Monreal Eraso	Osasuna	Left Back	Left Foot	0.0	Left Back
Miguel Flaño Bezunartea	Osasuna	Left Center Back	Right Foot	0.1	Center Back
Jaroslav Plašil	Osasuna	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
César Azpilicueta Tanco	Osasuna	Right Back	Right Foot	0.125	Right Back
Francisco Puñal Martínez	Osasuna	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Sergio Fernández González	Osasuna	Right Center Back	Right Foot	0.0	Center Back
Juan Francisco Torres Belén	Atlético Madrid	Right Back	Right Foot	0.0	Right Back
Javad Nekounam	Osasuna	Left Center Midfield	Right Foot	0.0	Center Midfield
Walter Gerardo Pandiani Urquiza	Osasuna	Center Forward	Right Foot	0.2	Striker
Krisztián Vadócz	Osasuna	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Óscar Sielva Moreno	Espanyol	Left Midfield	Not Specified	0.0	Left Wing
José María Callejón Bueno	Espanyol	Right Wing	Right Foot	0.0	Right Wing
Francisco Javier Chica Torres	Espanyol	Right Back	Right Foot	0.0	Right Back
César Arzo Amposta	Recreativo Huelva	Left Center Back	Right Foot	0.0	Center Back
Iago Bouzón Amodeo	Recreativo Huelva	Right Back	Right Foot	0.0	Right Back
Francisco Javier García Guerrero	Recreativo Huelva	Left Center Midfield	Left Foot	0.0	Center Midfield
Hipólito Fernández Serrano	Recreativo Huelva	Left Back	Left Foot	0.0	Left Back
Aitor Tornavaca Fernández	Recreativo Huelva	Left Midfield	Left Foot	0.0	Left Wing
Roberto Luis Gaspar de Deus Severo	Recreativo Huelva	Left Center Back	Right Foot	0.0	Center Back
Antonio Jesús Vázquez Muñoz	Recreativo Huelva	Right Defensive Midfield	Left Foot	0.0	Defensive Midfield
Adrián Colunga Pérez	Getafe	Center Forward	Right Foot	0.4	Striker
Ángel Manuel Vivar Dorado	Getafe	Left Center Midfield	Right Foot	0.0	Center Midfield
José Antonio García Calvo	Real Valladolid	Right Center Back	Right Foot	0.0	Center Back
Haris Medunjanin	Deportivo La Coruna	Center Defensive Midfield	Left Foot	0.0	Defensive Midfield
Victoriano Rivas Álvaro	Getafe	Left Center Back	Left Foot	0.0	Center Back
Pedro León Sánchez Gil	Getafe	Right Wing	Right Foot	0.0	Right Wing
Iván Sánchez Rico Soto	Deportivo La Coruna	Center Forward	Left Foot	0.0	Striker
Julián de Guzmán	Deportivo La Coruna	Left Center Midfield	Right Foot	0.0	Center Midfield
Ángel Lafita Castillo	Real Zaragoza	Center Attacking Midfield	Right Foot	0.1818181818181818	Attacking Midfield
José Eduardo Rosa Vale de Castro	Atlético Madrid	Right Center Back	Right Foot	0.0	Center Back
Joan Verdú Fernández	Espanyol	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
José Andrés Guardado Hernández	Real Betis	Left Wing	Left Foot	0.0	Left Wing
Cristian Hidalgo González	Deportivo La Coruna	Left Wing	Right Foot	0.2	Left Wing
Sergio González Soriano	Deportivo La Coruna	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Alberto Lopo García	Deportivo La Coruna	Right Center Back	Right Foot	0.0	Center Back
Daniel Aranzubia Aguado	Deportivo La Coruna	Goalkeeper	Right Foot	0.0	Goalkeeper
Filipe Luís Kasmirski	Atlético Madrid	Left Back	Left Foot	0.0	Left Back
Juan Antonio Rodríguez Villamuela	Deportivo La Coruna	Left Defensive Midfield	Right Foot	0.0833333333333333	Defensive Midfield
Manuel Pablo García Díaz	Deportivo La Coruna	Right Back	Right Foot	0.0	Right Back
Rodolfo Bodipo Díaz	Deportivo La Coruna	Center Forward	Right Foot	0.0	Striker
Guillermo Luis Franco Farquarson	Villarreal	Center Forward	Right Foot	0.0	Striker
Santiago Cazorla González	Villarreal	Left Midfield	Right Foot	0.1818181818181818	Left Wing
Ángel Domingo López Ruano	Villarreal	Right Back	Right Foot	0.0	Right Back
Marcos Antonio Senna da Silva	Villarreal	Left Center Midfield	Right Foot	0.25	Center Midfield
Damià Abella Pérez	Osasuna	Left Back	Right Foot	0.0	Left Back
Casto Espinosa Barriga	Real Betis	Goalkeeper	Right Foot	0.0	Goalkeeper
José María Romero Poyón	Real Betis	Center Attacking Midfield	Right Foot	0.25	Attacking Midfield
Nélson Augusto Tomar Marcos	Osasuna	Right Back	Right Foot	0.0	Right Back
Arturo García Muñoz	Real Betis	Left Center Midfield	Right Foot	0.0	Center Midfield
Jesús Capitán Prada	Real Betis	Left Center Midfield	Right Foot	0.0	Center Midfield
Pablo Daniel Piatti	Almería	Center Forward	Left Foot	0.1538461538461538	Striker
Iriney Santos Da Silva	Celta Vigo	Left Center Midfield	Right Foot	0.0	Center Midfield
Juan Jesús Gutiérrez Robles	Almería	Right Center Midfield	Right Foot	0.0	Center Midfield
Santiago Wilmer Acasiete Ariadela	Almería	Left Center Back	Right Foot	0.0	Center Back
Kalu Uche	Almería	Left Center Forward	Right Foot	0.0	Striker
Felipe Guréndez Aldanondo	Numancia	Right Midfield	Right Foot	0.0	Right Wing
Álvaro Antón Camarero	Numancia	Center Forward	Right Foot	0.0	Striker
Juan Carlos	Numancia	Right Center Midfield	Left Foot	0.0	Center Midfield
Mario Martínez Rubio	Numancia	Right Midfield	Right Foot	1.0	Right Wing
Domingo Cisma González	Racing Santander	Left Back	Left Foot	0.125	Left Back
Jorge García Torre	Sporting Gijón	Left Center Back	Right Foot	0.0	Center Back
Sergio Sánchez Sánchez	Sporting Gijón	Goalkeeper	Right Foot	0.0	Goalkeeper
Andreu Guerao Mayoral	Sporting Gijón	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Francisco José Maldonado Collantes	Sporting Gijón	Right Midfield	Right Foot	1.0	Right Wing
Jorge Miguel Dias Gonçalves	Racing Santander	Left Midfield	Right Foot	0.0	Left Wing
Ezequiel Marcelo Garay	Valencia	Right Center Back	Right Foot	0.0909090909090909	Center Back
Christian Fernández Salas	Racing Santander	Left Back	Left Foot	0.0	Left Back
Óscar Serrano Rodriguez	Racing Santander	Left Midfield	Left Foot	0.125	Left Wing
Pablo Pinillos Caro	Racing Santander	Right Back	Right Foot	0.0	Right Back
Klaas-Jan Huntelaar	Real Madrid	Left Midfield	Right Foot	0.0	Left Wing
Lassana Diarra	Real Madrid	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
Marcelo Vieira da Silva Júnior	Real Madrid	Left Back	Left Foot	0.0714285714285714	Left Back
Iván Gabriel Heinze	Real Madrid	Left Back	Left Foot	0.0	Left Back
Arjen Robben	Bayern Munich	Right Wing	Left Foot	0.4	Right Wing
Renato Dirnei Florencio	Sevilla	Right Defensive Midfield	Right Foot	0.0	Defensive Midfield
"Christian Koffi Romaric N""Dri"	Sevilla	Center Forward	Left Foot	0.0	Striker
Diego Ángel Capel Trinidad	Sevilla	Left Midfield	Left Foot	0.1428571428571428	Left Wing
Sébastien Squillaci	Sevilla	Right Center Back	Right Foot	0.0	Center Back
Andrés Palop Cervera	Sevilla	Goalkeeper	Right Foot	0.0	Goalkeeper
Federico Julián Fazio	Sevilla	Right Center Back	Right Foot	0.0	Center Back
Aquivaldo Mosquera Romaña	Sevilla	Right Back	Right Foot	0.0	Right Back
Adriano Correia Claro	Barcelona	Left Back	Right Foot	0.0714285714285714	Left Back
Frédéric Oumar Kanouté	Sevilla	Right Center Forward	Right Foot	0.3333333333333333	Striker
Fernando Navarro i Corbacho	Sevilla	Left Back	Left Foot	0.0	Left Back
Julien Escudé	Sevilla	Left Center Back	Left Foot	0.0	Center Back
Enzo Maresca	Sevilla	Left Defensive Midfield	Right Foot	0.0	Defensive Midfield
Tom De Mul	Sevilla	Right Wing	Right Foot	0.0	Right Wing
Luís Fabiano Clemente	Sevilla	Center Forward	Right Foot	0.1666666666666666	Striker
Juan Quero Barraso	Numancia	Right Attacking Midfield	Right Foot	0.0	Right Wing
Gorka Brit Gallego	Numancia	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Carlos Reina Aranda	Real Zaragoza	Center Forward	Right Foot	0.2	Striker
César Palacios Chocarro	Numancia	Right Center Back	Right Foot	0.0	Center Back
Juan Pablo Colinas Ferreras	Numancia	Goalkeeper	Right Foot	0.0	Goalkeeper
Carlos Bellvís Llorens	Numancia	Left Back	Left Foot	0.0	Left Back
Sergio Boris González Monteagudo	Numancia	Left Center Back	Left Foot	0.0	Center Back
Dimas Delgado Morgado	Numancia	Left Center Midfield	Right Foot	0.0	Center Midfield
Juan Ramón Cabrero Obrer	Numancia	Right Back	Right Foot	0.0	Right Back
Javier Del Pino González	Numancia	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Sergio Ortega González	Numancia	Right Center Back	Right Foot	0.0	Center Back
Domingo Nagore Arbizu	Numancia	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
José Javier Barkero Saludes	Levante	Center Attacking Midfield	Left Foot	0.5	Attacking Midfield
Asier Goiria Etxebarria	Numancia	Center Forward	Right Foot	0.0	Striker
Raúl Tamudo Montero	Espanyol	Center Forward	Right Foot	0.3333333333333333	Striker
Ferrán Corominas Telechea	Espanyol	Right Midfield	Right Foot	0.2	Right Wing
Román Fernando Martínez	Espanyol	Right Center Midfield	Right Foot	0.3333333333333333	Center Midfield
Idriss Carlos Kameni	Espanyol	Goalkeeper	Right Foot	0.0	Goalkeeper
Ángel Martínez Cervera	Espanyol	Right Center Midfield	Right Foot	0.0	Center Midfield
Nicolás Martín Pareja	Sevilla	Right Center Back	Right Foot	0.0	Center Back
Sergio Sánchez Ortega	Málaga	Right Back	Right Foot	0.0	Right Back
Luis García Fernández	Espanyol	Center Attacking Midfield	Right Foot	0.0	Attacking Midfield
Moisés Hurtado Pérez	Espanyol	Center Defensive Midfield	Right Foot	0.0	Defensive Midfield
Anderson Luis de Carvalho	Espanyol	Left Midfield	Left Foot	0.0	Left Wing
David García De La Cruz	Espanyol	Left Back	Left Foot	0.0	Left Back
Daniel Jarque Gonzalez	Espanyol	Left Center Back	Right Foot	0.0	Center Back
